id,ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
880,TCK-0QABXW2,High,Open,Security,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-12-20,,george,2024-12-20 23:29:45
881,TCK-EOWLCFS,Medium,Open,Access,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-09-09,,bob,2024-09-09 05:23:03
882,TCK-8314Y2L,Low,Resolved,Software,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-06-28,2024-07-10,irene,2024-06-28 09:30:53
883,TCK-R0JY32H,High,In Progress,Hardware,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-07-25,,diana,2024-07-25 22:02:35
884,TCK-OG585I8,Medium,Resolved,Network,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-10-29,2024-11-03,henry,2024-10-29 16:34:59
885,TCK-7XW69HZ,Low,Open,Security,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-05-06,,george,2024-05-06 05:21:55
886,TCK-GOPJDN8,Medium,Open,Security,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-02-25,,george,2024-02-25 09:15:30
887,TCK-EZP7QYE,Low,In Progress,Software,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-08-01,,henry,2024-08-01 09:00:29
888,TCK-ZG52KRE,Medium,Resolved,Software,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-01-14,2024-01-24,alice,2024-01-14 21:55:24
889,TCK-4V9KYPO,Medium,Resolved,Network,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-01-28,2024-02-10,edward,2024-01-28 21:03:24
890,TCK-FKJW6NY,Medium,In Progress,Hardware,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-03-18,,bob,2024-03-18 05:52:38
891,TCK-QAELYYZ,Medium,In Progress,Security,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-08-03,,bob,2024-08-03 00:26:57
892,TCK-Z0JDCLI,High,Resolved,Network,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-12-30,2024-12-31,alice,2024-12-30 04:15:00
893,TCK-6978V0B,High,Open,Access,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-06-02,,edward,2024-06-02 03:21:38
894,TCK-JWKON8U,High,In Progress,Access,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-01-14,,bob,2024-01-14 23:27:42
895,TCK-UJS75EL,Medium,Resolved,Network,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-07-05,2024-07-14,diana,2024-07-05 13:59:37
896,TCK-TFEBE54,High,Resolved,Security,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-11-07,2024-11-08,charlie,2024-11-07 14:28:42
897,TCK-07K5W1J,Low,In Progress,Network,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-01-07,,charlie,2024-01-07 21:20:29
898,TCK-L6L91F4,Medium,Closed,Security,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-01-03,2024-01-14,bob,2024-01-03 02:55:31
899,TCK-X2BFIBJ,Medium,Resolved,Software,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-04-20,2024-05-04,fatima,2024-04-20 18:52:45
900,TCK-ZP97BMZ,High,In Progress,Network,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-08-25,,bob,2024-08-25 06:52:29
901,TCK-RR45ED5,Low,Resolved,Security,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-12-28,2024-12-31,henry,2024-12-28 15:23:56
902,TCK-GGSJ6VV,Low,Resolved,Network,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-08-26,2024-08-31,henry,2024-08-26 06:02:14
903,TCK-8SUOC1Y,Medium,In Progress,Network,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-09-30,,edward,2024-09-30 15:32:30
904,TCK-5AYYOV8,High,In Progress,Security,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-10-20,,george,2024-10-20 09:12:24
905,TCK-4FC3XQ8,Medium,In Progress,Security,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-08-14,,diana,2024-08-14 11:00:12
906,TCK-VA8X8L0,High,Resolved,Hardware,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-01-15,2024-01-26,alice,2024-01-15 18:13:40
907,TCK-08UHBXL,High,In Progress,Network,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-07-10,,bob,2024-07-10 19:24:47
908,TCK-BC8NOG8,Low,Resolved,Access,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-04-28,2024-04-30,diana,2024-04-28 23:58:29
909,TCK-5D4F2K1,Medium,Resolved,Network,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-01-28,2024-01-31,alice,2024-01-28 13:56:12
910,TCK-XERP3LY,Medium,Open,Network,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-07-20,,henry,2024-07-20 21:20:18
911,TCK-EX3SR5R,Low,Resolved,Security,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-02-08,2024-02-13,irene,2024-02-08 11:12:47
912,TCK-UP13WPP,Medium,In Progress,Network,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-09-29,,diana,2024-09-29 14:59:10
913,TCK-BMQIYFR,Medium,Resolved,Network,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-08-18,2024-08-20,charlie,2024-08-18 03:14:08
914,TCK-WSKP6RF,High,Resolved,Access,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-03-26,2024-03-28,bob,2024-03-26 03:58:42
915,TCK-E64SKBC,Low,Open,Security,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-05-05,,edward,2024-05-05 23:09:45
916,TCK-BDPDXUJ,Critical,In Progress,Network,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-10-26,,charlie,2024-10-26 20:50:53
917,TCK-JCSEXGG,Low,Open,Software,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-01-25,,george,2024-01-25 12:32:20
918,TCK-OC5KVQY,Low,Open,Hardware,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-05-24,,fatima,2024-05-24 05:11:45
919,TCK-WJ85GG0,High,In Progress,Access,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-01-13,,alice,2024-01-13 09:47:41
920,TCK-V5DTAEG,Medium,In Progress,Network,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-07-30,,henry,2024-07-30 07:37:42
921,TCK-RY58VRW,Low,Closed,Software,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-01-25,2024-02-06,bob,2024-01-25 14:29:22
922,TCK-9MYYOKE,Medium,In Progress,Network,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-03-08,,edward,2024-03-08 11:13:03
923,TCK-AEA84HX,Low,In Progress,Network,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-03-07,,irene,2024-03-07 00:14:01
924,TCK-XPW2GKQ,Low,Resolved,Security,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-08-20,2024-08-29,henry,2024-08-20 06:07:52
925,TCK-RAFFZ8Q,Medium,Open,Security,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-04-18,,bob,2024-04-18 17:54:11
926,TCK-4VHU4BA,Medium,Closed,Security,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-05-25,2024-05-28,irene,2024-05-25 00:03:26
927,TCK-WZ940VT,Low,Resolved,Software,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-04-20,2024-04-25,edward,2024-04-20 03:31:37
928,TCK-KRRVWY3,Medium,Resolved,Network,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-08-15,2024-08-20,fatima,2024-08-15 02:32:34
929,TCK-RZTPLC6,High,Open,Hardware,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-04-20,,charlie,2024-04-20 15:12:47
930,TCK-PRR7MZA,Critical,In Progress,Access,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-02-03,,charlie,2024-02-03 19:06:47
931,TCK-KGMIH6M,Medium,In Progress,Security,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-04-20,,henry,2024-04-20 15:10:36
932,TCK-V4XEKZ8,Low,Resolved,Security,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-09-20,2024-09-30,bob,2024-09-20 23:49:49
933,TCK-3Y0224W,Low,Open,Network,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-08-23,,bob,2024-08-23 10:29:53
934,TCK-K0YEHVD,Medium,In Progress,Network,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-03-23,,edward,2024-03-23 15:41:25
935,TCK-O9KHBA5,High,Closed,Software,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-02-11,2024-02-15,fatima,2024-02-11 06:12:45
936,TCK-MF36BCP,High,In Progress,Software,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-04-10,,bob,2024-04-10 06:25:21
937,TCK-WEIJMMB,Low,In Progress,Security,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-01-06,,edward,2024-01-06 13:38:26
938,TCK-5JFYSYZ,High,Open,Network,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-06-28,,george,2024-06-28 06:47:11
939,TCK-7PQ4DDV,High,Closed,Hardware,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-10-08,2024-10-20,henry,2024-10-08 04:53:27
940,TCK-283BDW5,High,Open,Access,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-11-15,,george,2024-11-15 07:12:34
941,TCK-6FKPS0D,Medium,Resolved,Network,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-08-13,2024-08-19,henry,2024-08-13 17:42:42
942,TCK-XME4PO1,Low,Resolved,Network,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-11-10,2024-11-14,irene,2024-11-10 06:37:33
943,TCK-I3MSDN1,High,Open,Software,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-12-30,,edward,2024-12-30 18:17:58
944,TCK-MXF1PI2,Medium,Resolved,Access,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-08-16,2024-08-27,edward,2024-08-16 04:00:49
945,TCK-OOQ42NB,Medium,Open,Security,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-10-15,,diana,2024-10-15 16:24:29
946,TCK-FA37DL9,Low,In Progress,Network,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-05-29,,irene,2024-05-29 20:38:49
947,TCK-FC1XX6C,High,Resolved,Security,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-10-03,2024-10-14,edward,2024-10-03 07:44:22
948,TCK-WZXSKOY,Medium,Closed,Network,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-07-16,2024-07-30,bob,2024-07-16 06:45:31
949,TCK-TK06AKT,Medium,Resolved,Security,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-03-10,2024-03-15,henry,2024-03-10 07:18:57
950,TCK-7ZQHT2X,Low,Resolved,Access,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-04-21,2024-04-30,george,2024-04-21 02:08:50
951,TCK-Z52OHKB,Medium,Open,Software,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-01-04,,henry,2024-01-04 06:39:10
952,TCK-M00E9KD,High,Open,Access,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-12-15,,charlie,2024-12-15 06:59:10
953,TCK-TS1FB2V,Medium,Open,Hardware,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-11-26,,diana,2024-11-26 09:26:33
954,TCK-I109DCN,Low,Open,Software,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-11-13,,edward,2024-11-13 14:53:01
955,TCK-WMBXEK0,Critical,In Progress,Access,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-12-15,,fatima,2024-12-15 16:02:47
956,TCK-Q929U6W,Low,In Progress,Hardware,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-04-04,,alice,2024-04-04 22:49:20
957,TCK-TVMK2ZY,High,In Progress,Network,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-05-31,,diana,2024-05-31 22:44:04
958,TCK-ZSILU3N,Medium,Open,Network,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-11-06,,edward,2024-11-06 03:58:32
959,TCK-DZ3CC5R,Medium,Resolved,Security,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-05-16,2024-05-24,george,2024-05-16 23:10:18
960,TCK-QNSVSOJ,Medium,Resolved,Software,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-09-03,2024-09-08,edward,2024-09-03 06:02:54
961,TCK-RPP7R93,Medium,In Progress,Network,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-08-30,,alice,2024-08-30 02:54:20
962,TCK-FEZEZ5E,Low,Closed,Software,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-01-31,2024-02-14,george,2024-01-31 10:40:20
963,TCK-HR07N8V,Medium,Closed,Network,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-02-09,2024-02-10,henry,2024-02-09 03:07:13
964,TCK-OEUBFN9,Medium,Open,Security,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-08-16,,george,2024-08-16 13:45:09
965,TCK-KR2FVB6,Low,Resolved,Access,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-02-05,2024-02-07,diana,2024-02-05 04:32:22
966,TCK-6H3REM5,Low,Resolved,Security,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-08-10,2024-08-21,henry,2024-08-10 10:04:35
967,TCK-PUU62RZ,Critical,Resolved,Hardware,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-01-06,2024-01-13,edward,2024-01-06 02:20:23
968,TCK-V1SQQQ5,Medium,In Progress,Network,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-11-17,,irene,2024-11-17 12:27:26
969,TCK-L2XOIOT,Low,Resolved,Hardware,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-08-07,2024-08-21,edward,2024-08-07 01:04:48
970,TCK-860X5ZU,High,In Progress,Hardware,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-03-15,,alice,2024-03-15 21:19:21
971,TCK-2ZUEUGW,Medium,Resolved,Software,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-01-04,2024-01-09,irene,2024-01-04 08:32:53
972,TCK-UBUGR6E,Low,Resolved,Network,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-11-30,2024-12-01,edward,2024-11-30 17:23:58
973,TCK-7GA2IZ5,Critical,Resolved,Hardware,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-05-13,2024-05-14,fatima,2024-05-13 17:39:55
974,TCK-P3VOB5A,Medium,Resolved,Access,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-04-27,2024-05-03,diana,2024-04-27 03:40:13
975,TCK-PO4LJED,Medium,Resolved,Hardware,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-04-03,2024-04-16,fatima,2024-04-03 00:20:46
976,TCK-GFJDLOG,Medium,Open,Access,Network outage on floor 3,Auto-generated support ticket for dashboard analytics.,2024-03-02,,henry,2024-03-02 02:13:22
977,TCK-WLACOLO,Critical,Open,Software,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-07-12,,charlie,2024-07-12 09:41:15
978,TCK-LN3EH1V,Critical,Resolved,Hardware,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-11-30,2024-12-03,edward,2024-11-30 00:15:47
979,TCK-R1NECQO,Medium,In Progress,Security,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-07-21,,bob,2024-07-21 21:12:22
980,TCK-ROI5J8Y,Low,Open,Software,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-01-26,,bob,2024-01-26 01:31:26
981,TCK-IT2KODW,Low,Open,Access,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-06-21,,george,2024-06-21 03:31:33
982,TCK-H8N92TP,Medium,Open,Software,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-10-26,,fatima,2024-10-26 07:41:05
983,TCK-6QAQ3K8,Critical,Closed,Hardware,Application timeout error,Auto-generated support ticket for dashboard analytics.,2024-05-12,2024-05-23,diana,2024-05-12 19:01:03
984,TCK-A7RV4NM,Medium,Resolved,Network,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-11-21,2024-11-26,edward,2024-11-21 00:15:51
985,TCK-WVSB0UK,High,Closed,Network,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-04-27,2024-04-30,alice,2024-04-27 13:40:39
986,TCK-OEFUKPV,Low,Resolved,Access,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-11-19,2024-12-01,george,2024-11-19 21:57:14
987,TCK-8LYMJ1Q,Low,In Progress,Access,Laptop overheating,Auto-generated support ticket for dashboard analytics.,2024-10-01,,henry,2024-10-01 18:56:07
988,TCK-I9MQVAY,Medium,In Progress,Network,Email not syncing,Auto-generated support ticket for dashboard analytics.,2024-07-30,,irene,2024-07-30 09:40:43
989,TCK-XAR6YO6,Low,Resolved,Access,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-08-12,2024-08-20,henry,2024-08-12 17:41:31
990,TCK-Z1T2XCB,Critical,Open,Software,VPN access failure,Auto-generated support ticket for dashboard analytics.,2024-01-20,,edward,2024-01-20 17:13:47
991,TCK-3YYM33M,Medium,Closed,Security,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-04-22,2024-05-01,charlie,2024-04-22 12:16:15
992,TCK-G1ZAQ7Q,High,Resolved,Security,System crash on login,Auto-generated support ticket for dashboard analytics.,2024-05-19,2024-05-31,irene,2024-05-19 22:00:16
993,TCK-HAK7MDW,Low,In Progress,Software,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-02-16,,fatima,2024-02-16 15:38:09
994,TCK-KZIRNK6,High,Closed,Security,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-01-01,2024-01-08,edward,2024-01-01 12:15:12
995,TCK-ZHH3O5U,Medium,Resolved,Hardware,Software installation request,Auto-generated support ticket for dashboard analytics.,2024-03-30,2024-04-08,charlie,2024-03-30 13:29:59
996,TCK-RTXUYUC,Low,Resolved,Software,Slow system performance,Auto-generated support ticket for dashboard analytics.,2024-05-21,2024-05-22,fatima,2024-05-21 12:29:27
997,TCK-ECJUIS2,Critical,Open,Access,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-11-15,,charlie,2024-11-15 11:28:37
998,TCK-GY9YTJU,Medium,In Progress,Software,Printer not responding,Auto-generated support ticket for dashboard analytics.,2024-02-07,,fatima,2024-02-07 08:43:24
999,TCK-Q7X7B7P,Low,Resolved,Network,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-10-19,2024-10-21,diana,2024-10-19 13:09:04
1000,TCK-9JYQN15,Medium,Open,Access,Password reset required,Auto-generated support ticket for dashboard analytics.,2024-05-18,,bob,2024-05-18 14:30:28
